,Title,Year,Rated,Released,Primary_Genre,Genre,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,BoxOffice,Metascore,imdbRating,imdbVotes,Type,popularity,vote_average,vote_count,trakt_vote_average,trakt_vote_count,Actor1,Actor2,Actor3,RottenTomatoesRating,MetacriticRating,Oscar Wins,Oscar Nominations,BAFTA Wins,Primetime Emmy Wins,Overall Wins,Overall Nominations
52,Bagman,2024,PG-13,27 Sep 2024,Horror,Horror,93.0,Colm McCarthy,John Hulme,"Sam Claflin, Antonia Thomas, Caréll Vincent Rhoden","When a sinister threat from his childhood returns to haunt him, a father desperately struggles against his deepest inner fear. Only this time, the fight isn't for himself; it's for his family.",English,United States,None,0.0,,4.7,3205,movie,318.252,6.1,112,6.14344,983.0,Sam Claflin, Antonia Thomas, Caréll Vincent Rhoden,,,0,0,0,0,0,0
53,Joker: Folie à Deux,2024,R,04 Oct 2024,Drama,"Drama, Musical, Thriller",138.0,Todd Phillips,"Scott Silver, Todd Phillips, Bob Kane","Joaquin Phoenix, Lady Gaga, Brendan Gleeson","Struggling with his dual identity, failed comedian Arthur Fleck meets the love of his life, Harley Quinn, while incarcerated at Arkham State Hospital.",English,"United States, Canada",3 wins & 6 nominations total,58300287.0,45.0,5.2,142839,movie,311.413,5.5,1826,5.34925,6955.0,Joaquin Phoenix, Lady Gaga, Brendan Gleeson,32%,45/100,0,0,0,0,3,6
54,IF,2024,PG,17 May 2024,Animation,"Animation, Comedy, Drama",104.0,John Krasinski,John Krasinski,"Cailey Fleming, Ryan Reynolds, John Krasinski",A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,English,"United States, Canada",6 nominations total,111149917.0,46.0,6.4,52346,movie,299.254,7.2,1077,7.0791,5044.0,Cailey Fleming, Ryan Reynolds, John Krasinski,50%,46/100,0,0,0,0,0,0
55,The Outrun,2024,R,04 Oct 2024,Drama,Drama,118.0,Nora Fingscheidt,"Amy Liptrot, Nora Fingscheidt, Daisy Lewis","Saoirse Ronan, Paapa Essiedu, Nabil Elouahabi","After living life on the edge in London, Rona attempts to come to terms with her troubled past. Hoping to heal, she returns to the wild beauty of Scotland's Orkney Islands where she grew up.",English,"United Kingdom, Germany",2 wins & 20 nominations total,1025958.0,72.0,6.9,10089,movie,298.434,6.9,81,6.88189,508.0,Saoirse Ronan, Paapa Essiedu, Nabil Elouahabi,82%,72/100,0,0,0,0,2,20
56,Venom,2018,PG-13,05 Oct 2018,Action,"Action, Adventure, Sci-Fi",112.0,Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg, Kelly Marcel","Tom Hardy, Michelle Williams, Riz Ahmed","A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.","English, Mandarin, Malay","United States, China",2 wins & 9 nominations total,213515506.0,35.0,6.6,565832,movie,294.027,6.835,16091,5.65598,343.0,Tom Hardy, Michelle Williams, Riz Ahmed,30%,35/100,0,0,0,0,2,9
57,An Almost Christmas Story,2024,PG,15 Nov 2024,Animation,"Animation, Short, Adventure",21.0,David Lowery,"Alfonso Cuarón, David Lowery, Jack Thorne","Mamoudou Athie, Cary Christopher, Jim Gaffigan","Moon, a curious young owl, finds herself trapped in a Christmas tree destined for Rockefeller Plaza in New York City. Trying to escape the city, Moon befriends a lost little girl named Luna. Together, they embark on an adventure.",English,"United States, India",None,0.0,,7.0,1508,movie,287.631,7.613,31,7.04,250.0,Mamoudou Athie, Cary Christopher, Jim Gaffigan,100%,,0,0,0,0,0,0
58,The Crow,1994,R,13 May 1994,Action,"Action, Crime, Drama",102.0,Alex Proyas,"James O'Barr, David J. Schow, John Shirley","Brandon Lee, Michael Wincott, Rochelle Davis","The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural...",English,United States,5 wins & 8 nominations total,50693129.0,72.0,7.5,218464,movie,287.494,5.873,804,7.72481,7384.0,Brandon Lee, Michael Wincott, Rochelle Davis,87%,72/100,0,0,0,0,5,8
59,Venom: Let There Be Carnage,2021,PG-13,01 Oct 2021,Action,"Action, Sci-Fi, Thriller",97.0,Andy Serkis,"Kelly Marcel, Tom Hardy","Tom Hardy, Woody Harrelson, Michelle Williams","Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.","English, Spanish, Mandarin, Japanese",United States,1 win & 6 nominations,213550366.0,49.0,5.9,275707,movie,282.794,6.799,10289,6.37562,19155.0,Tom Hardy, Woody Harrelson, Michelle Williams,58%,49/100,0,0,0,0,1,6
60,Juror #2,2024,PG-13,20 Dec 2024,Crime,"Crime, Drama, Mystery",114.0,Clint Eastwood,Jonathan A. Abrams,"Nicholas Hoult, Toni Collette, J.K. Simmons","While serving as a juror in a high-profile murder trial, a family man finds himself struggling with a serious moral dilemma, one he could use to sway the jury verdict and potentially convict or free the wrong killer.",English,United States,2 wins & 2 nominations total,0.0,72.0,7.1,25362,movie,277.776,7.0,670,7.26104,6045.0,Nicholas Hoult, Toni Collette, J.K. Simmons,93%,72/100,0,0,0,0,2,2
61,Canary Black,2024,R,24 Oct 2024,Action,"Action, Drama",101.0,Pierre Morel,Matthew Kennedy,"Kate Beckinsale, Rupert Friend, Ray Stevenson",It follows Avery Graves as she is blackmailed by terrorists into betraying her own country to save her kidnapped husband.,English,"United Kingdom, Croatia, United States",None,0.0,,5.3,8764,movie,276.276,6.3,294,6.62466,2595.0,Kate Beckinsale, Rupert Friend, Ray Stevenson,18%,,0,0,0,0,0,0
62,Transmorphers: Mech Beasts,2023,PG-13,25 Aug 2023,Action,"Action, Sci-Fi",85.0,Michael Su,Joe Roche,"Tom Arnold, Matthew Gademske, Geena Alexandra","20 years after the events of TRANSMORPHERS, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",English,United States,None,0.0,,2.3,312,movie,272.027,5.5,30,4.07143,98.0,Tom Arnold, Matthew Gademske, Geena Alexandra,,,0,0,0,0,0,0
63,Kingdom of the Planet of the Apes,2024,PG-13,10 May 2024,Action,"Action, Adventure, Drama",145.0,Wes Ball,"Josh Friedman, Rick Jaffa, Amanda Silver","Owen Teague, Freya Allan, Kevin Durand","Many years after the reign of Caesar, a young ape goes on a journey that will lead him to question everything he's been taught about the past and make choices that will define a future for apes and humans alike.",English,"United States, Australia",2 wins & 28 nominations total,171130165.0,66.0,6.9,139601,movie,258.253,7.114,3284,7.11797,10893.0,Owen Teague, Freya Allan, Kevin Durand,80%,66/100,0,0,0,0,2,28
64,Kung Fu Panda 4,2024,PG,08 Mar 2024,Animation,"Animation, Action, Adventure",94.0,"Mike Mitchell, Stephanie Stine","Jonathan Aibel, Glenn Berger, Darren Lemke","Jack Black, Awkwafina, Viola Davis","After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit re...","Mandarin, Chinese, English","United States, China",5 nominations total,193590620.0,54.0,6.3,61112,movie,257.413,7.1,2754,6.98111,5400.0,Jack Black, Awkwafina, Viola Davis,71%,54/100,0,0,0,0,0,0
65,Gladiator,2000,R,05 May 2000,Action,"Action, Adventure, Drama",155.0,Ridley Scott,"David Franzoni, John Logan, William Nicholson","Russell Crowe, Joaquin Phoenix, Connie Nielsen",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,English,"United States, United Kingdom, Malta, Morocco",Won 5 Oscars. 60 wins & 104 nominations total,187705427.0,67.0,8.5,1709228,movie,246.996,8.2,18866,7.09917,363.0,Russell Crowe, Joaquin Phoenix, Connie Nielsen,80%,67/100,5,0,0,0,60,104
66,The Garfield Movie,2024,PG,24 May 2024,Animation,"Animation, Adventure, Comedy",101.0,Mark Dindal,"Paul A. Kaplan, Mark Torgove, David Reynolds","Chris Pratt, Samuel L. Jackson, Hannah Waddingham","After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist.",English,"United States, United Kingdom, Hong Kong",1 win & 2 nominations total,91956547.0,31.0,5.7,21432,movie,245.388,7.1,1116,6.53643,2498.0,Chris Pratt, Samuel L. Jackson, Hannah Waddingham,37%,31/100,0,0,0,0,1,2
67,Godzilla x Kong: The New Empire,2024,PG-13,29 Mar 2024,Action,"Action, Adventure, Fantasy",115.0,Adam Wingard,"Terry Rossio, Adam Wingard, Simon Barrett","Rebecca Hall, Brian Tyree Henry, Dan Stevens","Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.",English,"United States, Australia",1 win & 3 nominations,196350016.0,47.0,6.1,110252,movie,244.621,7.141,3867,6.86104,10276.0,Rebecca Hall, Brian Tyree Henry, Dan Stevens,54%,47/100,0,0,0,0,1,3
68,Carry-On,2024,PG-13,13 Dec 2024,Action,"Action, Crime, Drama",119.0,Jaume Collet-Serra,T.J. Fixman,"Taron Egerton, Jason Bateman, Sofia Carson",A mysterious traveler blackmails a young TSA agent into letting a dangerous package slip through security and onto a Christmas Eve flight.,English,United States,None,0.0,68.0,6.5,62835,movie,242.953,7.023,304,7.07196,9214.0,Taron Egerton, Jason Bateman, Sofia Carson,84%,68/100,0,0,0,0,0,0
69,Don't Move,2024,R,25 Oct 2024,Horror,"Horror, Thriller",92.0,"Brian Netto, Adam Schindler","T.J. Cimfel, David White","Kelsey Asbille, Finn Wittrock, Moray Treadwell","A seasoned killer injects a grieving woman with a paralytic agent. She must run, fight and hide before her body shuts down.",English,United States,1 nomination total,0.0,54.0,5.8,31905,movie,240.613,6.4,595,6.42115,2714.0,Kelsey Asbille, Finn Wittrock, Moray Treadwell,,54/100,0,0,0,0,0,0
70,Fast X,2023,PG-13,19 May 2023,Action,"Action, Adventure, Crime",141.0,Louis Leterrier,"Dan Mazeau, Justin Lin, Zach Dean","Vin Diesel, Michelle Rodriguez, Jason Statham",Dom Toretto and his family are targeted by the vengeful son of drug kingpin Hernan Reyes.,English,"United States, China, Japan",2 wins & 15 nominations total,146126015.0,56.0,5.7,129963,movie,239.443,7.073,5619,6.46729,9386.0,Vin Diesel, Michelle Rodriguez, Jason Statham,56%,56/100,0,0,0,0,2,15
71,Camp Crasher,2024,PG-13,06 Dec 2024,Comedy,Comedy,95.0,Martino Zaidelis,"Andrés Gelós, Natacha Caravia, Andrés Pascaner","Natalia Oreiro, Milo Lis, Pablo Rago","Patri, an overbearing mother, struggles to bond with her teenage son who wants to live with his father. To keep him home, she offers to take him and friends on a camping trip, vying for his affection during the road trip.",Spanish,Argentina,None,0.0,,5.5,233,movie,235.351,6.9,20,6.30952,126.0,Natalia Oreiro, Milo Lis, Pablo Rago,,,0,0,0,0,0,0
72,1978,2024,PG-13,11 Oct 2024,Drama,"Drama, Horror, Thriller",76.0,"Luciano Onetti, Nicolás Onetti","Luciano Onetti, Nicolás Onetti, Camilo Zaffora","Agustín Pardella, Carlos Portaluppi, Mario Alarcón","During the World Cup final between Argentina and Holland, in times of military dictatorship, a group of torturers kidnap a group of young people. What begins as an inhumane interrogation turns into hell: the wrong group has been k...",Spanish,Argentina,12 wins & 1 nomination,0.0,,6.2,74,movie,224.243,6.7,5,4.10526,95.0,Agustín Pardella, Carlos Portaluppi, Mario Alarcón,,,0,0,0,0,12,1
73,Amityville: Where the Echo Lives,2024,PG-13,29 Oct 2024,Horror,Horror,89.0,Carlos Ayala,Unknown,"Carlos Ayala, Nick Barelli, Hector de Alva",When Heather a Paranormal Investigator has to confront a terrorizing dark entity that is haunting a beloved neighbors home.,English,United States,None,0.0,,1.5,204,movie,223.048,6.1,9,4.52874,87.0,Carlos Ayala, Nick Barelli, Hector de Alva,,,0,0,0,0,0,0
74,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,09 Dec 2005,Adventure,"Adventure, Family, Fantasy",143.0,Andrew Adamson,"Ann Peacock, Andrew Adamson, Christopher Markus","Tilda Swinton, Georgie Henley, William Moseley","While playing, Lucy and her siblings find a wardrobe that lands them in a mystical place called Narnia. Here they realize that it was fated and they must now unite with Aslan to defeat an evil queen.","English, German, Brazilian Sign ","United Kingdom, United States",Won 1 Oscar. 18 wins & 46 nominations total,291710957.0,75.0,6.9,437943,movie,221.65,7.135,10626,7.27208,15889.0,Tilda Swinton, Georgie Henley, William Moseley,75%,75/100,1,0,0,0,18,46
75,Take Cover,2024,PG-13,04 Oct 2024,Action,"Action, Thriller",90.0,Nick McKinless,Joshua Todd James,"Scott Adkins, Jack Parr, Madalina Bellariu Ion",A burned-out professional sniper finds himself trapped in an all-glass penthouse by a lethal competitor and must find a way to survive and escape with little to no cover between him and the killer.,English,United Kingdom,None,0.0,,5.1,1648,movie,217.291,6.9,72,6.71154,468.0,Scott Adkins, Jack Parr, Madalina Bellariu Ion,,,0,0,0,0,0,0
76,A Quiet Place: Day One,2024,PG-13,28 Jun 2024,Drama,"Drama, Horror, Sci-Fi",99.0,Michael Sarnoski,"Michael Sarnoski, John Krasinski, Bryan Woods","Lupita Nyong'o, Joseph Quinn, Alex Wolff",A young woman named Sam finds herself trapped in New York City during the early stages of an invasion by alien creatures with ultra-sensitive hearing.,"American Sign , English","United States, United Kingdom, Canada",2 wins & 9 nominations total,138930553.0,68.0,6.3,130708,movie,215.886,6.793,2204,,,Lupita Nyong'o, Joseph Quinn, Alex Wolff,86%,68/100,0,0,0,0,2,9
77,My Hero Academia: You're Next,2024,PG-13,11 Oct 2024,Animation,"Animation, Action, Adventure",110.0,Tensai Okamura,"Yôsuke Kuroda, Kôhei Horikoshi","Van Barr Jr., Nasim Benelkour, Kimmie Britt","Deku, Bakugo, Todoroki and the rest of U.A. High Class 1-A must face off against Dark Might and the obscure crime organisation under his control, the Gollini Family.",Japanese,Japan,None,5041781.0,,7.0,1322,movie,214.594,6.8,64,7.325,80.0,Van Barr Jr., Nasim Benelkour, Kimmie Britt,94%,,0,0,0,0,0,0
78,Migration,2023,PG,22 Dec 2023,Animation,"Animation, Adventure, Comedy",83.0,"Benjamin Renner, Guylo Homsy","Mike White, Benjamin Renner, Ken Daurio","Kumail Nanjiani, Tresi Gazal, Elizabeth Banks",A family of ducks try to convince their overprotective father to go on the vacation of a lifetime.,English,United States,1 win & 7 nominations total,127630880.0,56.0,6.6,37961,movie,214.545,7.435,1844,7.0,1.0,Kumail Nanjiani, Tresi Gazal, Elizabeth Banks,73%,56/100,0,0,0,0,1,7
79,Spider-Man: Across the Spider-Verse,2023,PG,02 Jun 2023,Animation,"Animation, Action, Adventure",140.0,"Joaquim Dos Santos, Kemp Powers, Justin K. Thompson","Phil Lord, Christopher Miller, Dave Callaham","Shameik Moore, Hailee Steinfeld, Brian Tyree Henry","Miles Morales catapults across the multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a ...",English,United States,Nominated for 1 Oscar. 106 wins & 164 nominations total,381593754.0,86.0,8.5,428065,movie,212.884,8.4,7060,8.59141,17328.0,Shameik Moore, Hailee Steinfeld, Brian Tyree Henry,95%,86/100,0,0,0,0,0,0
80,Sonic the Hedgehog 2,2022,PG,08 Apr 2022,Action,"Action, Adventure, Comedy",122.0,Jeff Fowler,"Pat Casey, Josh Miller, John Whittington","James Marsden, Jim Carrey, Ben Schwartz","When Dr. Robotnik returns with a new partner, Knuckles, in search of an emerald that has the power to destroy civilizations, Sonic teams up with his own sidekick, Tails, on a journey across the world to find the emerald first.","English, Russian, French, Latin, Hawaiian, Greek","United States, Japan, United Kingdom",2 wins & 3 nominations total,190872904.0,47.0,6.5,98017,movie,212.715,7.5,5012,7.01964,8706.0,James Marsden, Jim Carrey, Ben Schwartz,69%,47/100,0,0,0,0,2,3
81,Beetlejuice Beetlejuice,2024,PG-13,06 Sep 2024,Comedy,"Comedy, Fantasy, Horror",105.0,Tim Burton,"Michael McDowell, Larry Wilson, Alfred Gough","Michael Keaton, Winona Ryder, Catherine O'Hara","After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Af...","English, Italian, French, Spanish","United States, France",1 win & 34 nominations total,294100435.0,62.0,6.7,119893,movie,210.268,7.128,1998,6.88383,9848.0,Michael Keaton, Winona Ryder, Catherine O'Hara,76%,62/100,0,0,0,0,1,34
82,Pleasure,2021,R,08 Oct 2021,Drama,Drama,109.0,Ninja Thyberg,"Ninja Thyberg, Peter Modestij","Sofia Kappel, Zelda Morrison, Evelyn Claire","Bella Cherry arrives in Los Angeles with dreams of becoming an adult film star, but she soon learns that fame won't come easy as she harnesses her ambition and cunning to rise to the top of this mesmerizing and singular world.","English, Swedish","Sweden, Netherlands, France, United States, Denmark",10 wins & 13 nominations,106789.0,75.0,6.3,23805,movie,209.783,6.2,558,3.4,10.0,Sofia Kappel, Zelda Morrison, Evelyn Claire,88%,75/100,0,0,0,0,10,13
83,Scream 4,2011,R,15 Apr 2011,Horror,"Horror, Mystery",111.0,Wes Craven,Kevin Williamson,"Neve Campbell, Courteney Cox, David Arquette","Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",English,United States,1 win & 6 nominations,38180928.0,52.0,6.2,176832,movie,207.129,6.5,3717,6.50684,6142.0,Neve Campbell, Courteney Cox, David Arquette,60%,52/100,0,0,0,0,1,6
84,Spider-Man: No Way Home,2021,PG-13,17 Dec 2021,Action,"Action, Adventure, Fantasy",148.0,Jon Watts,"Chris McKenna, Erik Sommers, Stan Lee","Tom Holland, Zendaya, Benedict Cumberbatch","With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",English,United States,Nominated for 1 Oscar. 35 wins & 71 nominations total,814866759.0,71.0,8.2,924599,movie,207.019,8.0,20201,8.116,34207.0,Tom Holland, Zendaya, Benedict Cumberbatch,93%,71/100,0,0,0,0,0,0
